id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,features,taxAssessments,propertyTaxes,zoning,owner,ownerOccupied
"3615-Green-Brier-Blvd,-Ann-Arbor,-MI-48105","3615 Green Brier Blvd, Ann Arbor, MI 48105",3615 Green Brier Blvd,,Ann Arbor,MI,48105,42.298402,-83.690509,Apartment,,1.0,,,1965.0,,,,,,
"200-E-Liberty-Lbby-St,-Unit-202,-Ann-Arbor,-MI-48104","200 E Liberty Lbby St, Unit 202, Ann Arbor, MI 48104",200 E Liberty Lbby St,Unit 202,Ann Arbor,MI,48104,42.278975,-83.746772,Apartment,2.0,1.0,1000.0,,,,,,,,
"536-S-Forest-Ave,-Ann-Arbor,-MI-48104","536 S Forest Ave, Ann Arbor, MI 48104",536 S Forest Ave,,Ann Arbor,MI,48104,42.275744,-83.73339,Apartment,3.0,1.0,,,1965.0,,,,,,
"1521-Pine-Valley-Blvd,-Ann-Arbor,-MI-48104","1521 Pine Valley Blvd, Ann Arbor, MI 48104",1521 Pine Valley Blvd,,Ann Arbor,MI,48104,42.25144,-83.72584,Apartment,,1.0,,,1964.0,,,,,,
"545-Landings-Blvd,-Ann-Arbor,-MI-48103","545 Landings Blvd, Ann Arbor, MI 48103",545 Landings Blvd,,Ann Arbor,MI,48103,42.28952,-83.79565,Apartment,1.0,1.0,886.0,,1999.0,,,,,,
"2845-Sagebrush-Cir,-Ann-Arbor,-MI-48103","2845 Sagebrush Cir, Ann Arbor, MI 48103",2845 Sagebrush Cir,,Ann Arbor,MI,48103,42.26874,-83.78629,Apartment,1.0,1.0,770.0,,1998.0,,,,,,
"101-N-Ingalls-St,-Ann-Arbor,-MI-48104","101 N Ingalls St, Ann Arbor, MI 48104",101 N Ingalls St,,Ann Arbor,MI,48104,42.281532,-83.73859,Apartment,2.0,1.0,,,,,,,,,
"1321-Wilmot-St,-Ann-Arbor,-MI-48104","1321 Wilmot St, Ann Arbor, MI 48104",1321 Wilmot St,,Ann Arbor,MI,48104,42.276562,-83.732224,Apartment,2.0,1.0,,,1967.0,,,,,,
"1529-1537-Pine-Valley-Blvd,-Ann-Arbor,-MI-48104","1529-1537 Pine Valley Blvd, Ann Arbor, MI 48104",1529-1537 Pine Valley Blvd,,Ann Arbor,MI,48104,42.25171,-83.72493,Apartment,,1.0,,,1964.0,,,,,,
"5054-Park-Rd,-Ann-Arbor,-MI-48103","5054 Park Rd, Ann Arbor, MI 48103",5054 Park Rd,,Ann Arbor,MI,48103,42.284067,-83.829911,Single Family,2.0,2.0,1774.0,39204.0,,"{'architectureType': 'Bi-Level', 'exteriorType': 'Brick', 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}","{'2023': {'year': 2023, 'value': 165100}}",,,"{'names': ['STEVEN L MERRITT', 'MERRITT,STEVEN L TRUST'], 'mailingAddress': {'id': '859-Wickfield-Ct,-Ann-Arbor,-MI-48105', 'addressLine1': '859 Wickfield Ct', 'addressLine2': None, 'city': 'Ann Arbor', 'state': 'MI', 'stateFips': '26', 'zipCode': '48105'}}",False
"200-E-Liberty-St,-Ann-Arbor,-MI-48104","200 E Liberty St, Ann Arbor, MI 48104",200 E Liberty St,,Ann Arbor,MI,48104,42.278975,-83.746772,Apartment,2.0,2.0,1000.0,,,,,,,,
"1032-Vaughn-St,-Ann-Arbor,-MI-48104","1032 Vaughn St, Ann Arbor, MI 48104",1032 Vaughn St,,Ann Arbor,MI,48104,42.268822,-83.735928,Apartment,3.0,1.0,900.0,,,,,,,,
"2047-Charlton-St,-Ann-Arbor,-MI-48103","2047 Charlton St, Ann Arbor, MI 48103",2047 Charlton St,,Ann Arbor,MI,48103,42.279059,-83.774432,Apartment,,1.0,,,1965.0,,,,,,
"425-S-5th-Ave,-Ann-Arbor,-MI-48104","425 S 5th Ave, Ann Arbor, MI 48104",425 S 5th Ave,,Ann Arbor,MI,48104,42.2774,-83.74625,Apartment,6.0,,,,2012.0,,,,,,
"2001-S-Huron-Pkwy,-Ann-Arbor,-MI-48104","2001 S Huron Pkwy, Ann Arbor, MI 48104",2001 S Huron Pkwy,,Ann Arbor,MI,48104,42.25821,-83.69512,Apartment,2.0,1.0,,,1967.0,,,,,,
"537-S-4th-Ave,-Apt-2,-Ann-Arbor,-MI-48104","537 S 4th Ave, Apt 2, Ann Arbor, MI 48104",537 S 4th Ave,Apt 2,Ann Arbor,MI,48104,42.275264,-83.747612,Apartment,1.0,1.0,800.0,,1920.0,,,,,,
"537-S-4th-Ave,-Apt-1,-Ann-Arbor,-MI-48104","537 S 4th Ave, Apt 1, Ann Arbor, MI 48104",537 S 4th Ave,Apt 1,Ann Arbor,MI,48104,42.275264,-83.747612,Apartment,1.0,1.0,,,1920.0,,,,,,
"301-Nob-Hill-Ct,-Ann-Arbor,-MI-48103","301 Nob Hill Ct, Ann Arbor, MI 48103",301 Nob Hill Ct,,Ann Arbor,MI,48103,42.27068,-83.75204,Apartment,2.0,1.0,,,1952.0,,,,,,
"736-S-Forest-Ave,-Ann-Arbor,-MI-48104","736 S Forest Ave, Ann Arbor, MI 48104",736 S Forest Ave,,Ann Arbor,MI,48104,42.272526,-83.733467,Apartment,2.0,1.0,,,,,,,,,
"425-E-Washington-St,-Ann-Arbor,-MI-48104","425 E Washington St, Ann Arbor, MI 48104",425 E Washington St,,Ann Arbor,MI,48104,42.28074,-83.74298,Apartment,4.0,2.0,,,2013.0,,,,,,
"3400-Nixon-Rd,-Ann-Arbor,-MI-48105","3400 Nixon Rd, Ann Arbor, MI 48105",3400 Nixon Rd,,Ann Arbor,MI,48105,42.32156,-83.70693,Apartment,,,,,2019.0,,,,,,
"2469-2511-Packard-St,-Ann-Arbor,-MI-48104","2469-2511 Packard St, Ann Arbor, MI 48104",2469-2511 Packard St,,Ann Arbor,MI,48104,42.24931,-83.7203,Apartment,,2.0,,,1988.0,,,,,,
"1245-Astor-Dr,-Ann-Arbor,-MI-48104","1245 Astor Dr, Ann Arbor, MI 48104",1245 Astor Dr,,Ann Arbor,MI,48104,42.25909,-83.7318,Apartment,,,,,1968.0,,,,,,
"524-518-E-William-St,-Ann-Arbor,-MI-48104","524-518 E William St, Ann Arbor, MI 48104",524-518 E William St,,Ann Arbor,MI,48104,42.27769,-83.74225,Apartment,0.0,1.0,,,1962.0,,,,,,
"1210-W-Stadium-Blvd,-Ann-Arbor,-MI-48103","1210 W Stadium Blvd, Ann Arbor, MI 48103",1210 W Stadium Blvd,,Ann Arbor,MI,48103,42.26392,-83.761879,Apartment,,1.0,,,1958.0,,,,,,
"3510-Pheasant-Run-Cir,-Ann-Arbor,-MI-48108","3510 Pheasant Run Cir, Ann Arbor, MI 48108",3510 Pheasant Run Cir,,Ann Arbor,MI,48108,42.23346,-83.72039,Apartment,2.0,1.0,900.0,,1971.0,,,,,,
"408-Montgomery-Ave,-Ann-Arbor,-MI-48103","408 Montgomery Ave, Ann Arbor, MI 48103",408 Montgomery Ave,,Ann Arbor,MI,48103,42.279068,-83.764412,Apartment,2.0,1.0,,,,,,,,,
"3310-Packard-St,-Ann-Arbor,-MI-48108","3310 Packard St, Ann Arbor, MI 48108",3310 Packard St,,Ann Arbor,MI,48108,42.244451,-83.694295,Apartment,1.0,1.0,,,1967.0,,,,,,
"1131-Church-St,-Apt-B4,-Ann-Arbor,-MI-48104","1131 Church St, Apt B4, Ann Arbor, MI 48104",1131 Church St,Apt B4,Ann Arbor,MI,48104,42.268229,-83.734057,Apartment,0.0,1.0,,,,,,,,,
"650-Waymarket-Dr,-Ann-Arbor,-MI-48103","650 Waymarket Dr, Ann Arbor, MI 48103",650 Waymarket Dr,,Ann Arbor,MI,48103,42.24194,-83.75671,Apartment,1.0,1.0,744.0,,1991.0,,,,,,
"420-Kellogg-St,-Ann-Arbor,-MI-48105","420 Kellogg St, Ann Arbor, MI 48105",420 Kellogg St,,Ann Arbor,MI,48105,42.293349,-83.74179,Apartment,1.0,1.0,650.0,,1968.0,,,,,,
"205-S-State-St,-Ann-Arbor,-MI-48104","205 S State St, Ann Arbor, MI 48104",205 S State St,,Ann Arbor,MI,48104,42.28008,-83.740511,Apartment,2.0,1.0,,,2005.0,,,,,,
"275-398-Rolling-Meadows-Dr,-Ann-Arbor,-MI-48103","275-398 Rolling Meadows Dr, Ann Arbor, MI 48103",275-398 Rolling Meadows Dr,,Ann Arbor,MI,48103,42.25214,-83.75366,Apartment,2.0,1.0,,,1988.0,,,,,,
"3008-Randolph-Court-Dr,-Ann-Arbor,-MI-48108","3008 Randolph Court Dr, Ann Arbor, MI 48108",3008 Randolph Court Dr,,Ann Arbor,MI,48108,42.24476,-83.6717,Apartment,1.0,1.0,576.0,,1985.0,,,,,,
"2230-2240-Fuller-Ct,-Ann-Arbor,-MI-48105","2230-2240 Fuller Ct, Ann Arbor, MI 48105",2230-2240 Fuller Ct,,Ann Arbor,MI,48105,42.284836,-83.716095,Apartment,1.0,1.0,,,1966.0,,,,,,
"3000-Signature-Blvd,-Ann-Arbor,-MI-48103","3000 Signature Blvd, Ann Arbor, MI 48103",3000 Signature Blvd,,Ann Arbor,MI,48103,42.2407,-83.75341,Apartment,1.0,1.5,940.0,,1993.0,,,,,,
"401-W-Oakbrook-Dr,-Ann-Arbor,-MI-48103","401 W Oakbrook Dr, Ann Arbor, MI 48103",401 W Oakbrook Dr,,Ann Arbor,MI,48103,42.245174,-83.752962,Apartment,,1.0,,,1987.0,,,,,,
"600-Hidden-Valley-Club-Dr,-Ann-Arbor,-MI-48104","600 Hidden Valley Club Dr, Ann Arbor, MI 48104",600 Hidden Valley Club Dr,,Ann Arbor,MI,48104,42.2468,-83.74139,Apartment,1.0,1.0,690.0,,1973.0,,,,,,
"101-Lake-Village-Dr,-Ann-Arbor,-MI-48103","101 Lake Village Dr, Ann Arbor, MI 48103",101 Lake Village Dr,,Ann Arbor,MI,48103,42.251665,-83.746933,Apartment,1.0,1.0,900.0,,1997.0,,,,,,
"1099-Maiden-Ln,-Ann-Arbor,-MI-48105","1099 Maiden Ln, Ann Arbor, MI 48105",1099 Maiden Ln,,Ann Arbor,MI,48105,42.287945,-83.733425,Apartment,,1.0,,,1970.0,,,,,,
"2572-Carpenter-Rd,-Ann-Arbor,-MI-48108","2572 Carpenter Rd, Ann Arbor, MI 48108",2572 Carpenter Rd,,Ann Arbor,MI,48108,42.24939,-83.68204,Apartment,1.0,1.0,731.0,,1969.0,,,,,,
"1036-S-Main-St,-Ann-Arbor,-MI-48104","1036 S Main St, Ann Arbor, MI 48104",1036 S Main St,,Ann Arbor,MI,48104,42.267979,-83.750671,Apartment,1.0,1.0,,,1965.0,,,,,,
"1317-Wilmot,-Ann-Arbor,-MI-48104","1317 Wilmot, Ann Arbor, MI 48104",1317 Wilmot,,Ann Arbor,MI,48104,42.276826,-83.732383,Apartment,2.0,1.0,,,,,,,,,
"1025-Packard-St,-Ann-Arbor,-MI-48104","1025 Packard St, Ann Arbor, MI 48104",1025 Packard St,,Ann Arbor,MI,48104,42.267161,-83.736152,Apartment,3.0,1.0,,,,,,,,,
"121-E-Hoover-And-921-S-Main-St,-Ann-Arbor,-MI-48104","121 E Hoover And 921 S Main St, Ann Arbor, MI 48104",121 E Hoover And 921 S Main St,,Ann Arbor,MI,48104,42.27011,-83.75015,Apartment,1.0,1.0,,,,,,,,,
"208-W-Ann-St,---1,-Ann-Arbor,-MI-48104","208 W Ann St, # 1, Ann Arbor, MI 48104",208 W Ann St,# 1,Ann Arbor,MI,48104,42.282581,-83.750175,Condo,4.0,2.0,,,,,,,,,
"1980-Pauline-Blvd,-Ann-Arbor,-MI-48103","1980 Pauline Blvd, Ann Arbor, MI 48103",1980 Pauline Blvd,,Ann Arbor,MI,48103,42.2687,-83.77393,Apartment,2.0,1.0,812.0,,,{'unitCount': 88},,,,,
"543-Church-St,-Ann-Arbor,-MI-48104","543 Church St, Ann Arbor, MI 48104",543 Church St,,Ann Arbor,MI,48104,42.275372,-83.734307,Apartment,0.0,1.0,,,,,,,,,
"721-Catherine-St,-Ann-Arbor,-MI-48104","721 Catherine St, Ann Arbor, MI 48104",721 Catherine St,,Ann Arbor,MI,48104,42.28323,-83.740025,Apartment,1.0,1.0,,,,,,,,,
"832-Packard-Rd,-Ann-Arbor,-MI-48104","832 Packard Rd, Ann Arbor, MI 48104",832 Packard Rd,,Ann Arbor,MI,48104,42.24641,-83.71802,Apartment,1.0,1.0,,,,,,,,,
"502-Elm-St,-Ann-Arbor,-MI-48104","502 Elm St, Ann Arbor, MI 48104",502 Elm St,,Ann Arbor,MI,48104,42.276913,-83.730415,Single Family,5.0,2.0,2300.0,3659.0,1920.0,"{'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 2, 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 10, 'unitCount': 1}","{'2023': {'year': 2023, 'value': 260100}}","{'2022': {'year': 2022, 'total': 5906}}",R4C,"{'names': ['EWING INVESTMENT CORP'], 'mailingAddress': {'id': 'PO-BOX-7728,-Ann-Arbor,-MI-48107', 'formattedAddress': 'PO BOX 7728, Ann Arbor, MI 48107', 'addressLine1': 'PO BOX 7728', 'addressLine2': None, 'city': 'Ann Arbor', 'state': 'MI', 'stateFips': '26', 'zipCode': '48107'}}",False
"1015-W-Huron-St,-Ann-Arbor,-MI-48103","1015 W Huron St, Ann Arbor, MI 48103",1015 W Huron St,,Ann Arbor,MI,48103,42.281577,-83.760547,Apartment,2.0,1.0,769.0,,,,,,,,
"410-S-Division-St,-Apt-2,-Ann-Arbor,-MI-48104","410 S Division St, Apt 2, Ann Arbor, MI 48104",410 S Division St,Apt 2,Ann Arbor,MI,48104,42.277409,-83.744438,Apartment,6.0,3.0,,,,,,,,,
"3008-Cloverly-Ln,-Ann-Arbor,-MI-48108","3008 Cloverly Ln, Ann Arbor, MI 48108",3008 Cloverly Ln,,Ann Arbor,MI,48108,42.230972,-83.717812,Single Family,2.0,2.0,1679.0,348480.0,2004.0,"{'cooling': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'coolingType': 'Commercial'}","{'2021': {'year': 2021, 'value': 104500}, '2023': {'year': 2023, 'value': 107800}, '2024': {'year': 2024, 'value': 121300}}","{'2020': {'year': 2020, 'total': 3341}, '2022': {'year': 2022, 'total': 2742}, '2023': {'year': 2023, 'total': 3780}}",R3,"{'names': ['CLOVERLY VILLAGE LLC', 'CLOVERLY VILLAGE REAL EST MGMT L'], 'type': 'Organization', 'mailingAddress': {'id': '2617-Beacon-Hill-Dr,-Auburn-Hills,-MI-48326', 'formattedAddress': '2617 Beacon Hill Dr, Auburn Hills, MI 48326', 'addressLine1': '2617 Beacon Hill Dr', 'addressLine2': None, 'city': 'Auburn Hills', 'state': 'MI', 'stateFips': '26', 'zipCode': '48326'}}",False
"809-Catherine-St,-Ann-Arbor,-MI-48104","809 Catherine St, Ann Arbor, MI 48104",809 Catherine St,,Ann Arbor,MI,48104,42.283165,-83.739604,Apartment,2.0,1.0,,,,,,,,,
"1215-Hill-St,-Ann-Arbor,-MI-48104","1215 Hill St, Ann Arbor, MI 48104",1215 Hill St,,Ann Arbor,MI,48104,42.272504,-83.733832,Multi-Family,5.0,2.0,,,2019.0,,,,,,
"553-S-4th-Ave,-Ann-Arbor,-MI-48104","553 S 4th Ave, Ann Arbor, MI 48104",553 S 4th Ave,,Ann Arbor,MI,48104,42.274373,-83.74733,Apartment,1.0,1.0,,,,,,,,,
"307-Thompson-St,-Ann-Arbor,-MI-48104","307 Thompson St, Ann Arbor, MI 48104",307 Thompson St,,Ann Arbor,MI,48104,42.27911,-83.74326,Apartment,0.0,1.0,312.0,,1967.0,{'unitCount': 48},,,,,
"1205-Island-Dr,-Apt-102,-Ann-Arbor,-MI-48105","1205 Island Dr, Apt 102, Ann Arbor, MI 48105",1205 Island Dr,Apt 102,Ann Arbor,MI,48105,42.290267,-83.730889,Condo,2.0,1.0,871.0,,1964.0,"{'architectureType': 'Condo / Apartment', 'heating': True, 'heatingType': 'Hot Water', 'unitCount': 1}","{'2024': {'year': 2024, 'value': 118700}}","{'2023': {'year': 2023, 'total': 7048}}",R4A,"{'names': ['DEVONSHIRE VENTURES LLC'], 'type': 'Organization', 'mailingAddress': {'id': '2120-Devonshire-Rd,-Ann-Arbor,-MI-48104', 'formattedAddress': '2120 Devonshire Rd, Ann Arbor, MI 48104', 'addressLine1': '2120 Devonshire Rd', 'addressLine2': None, 'city': 'Ann Arbor', 'state': 'MI', 'stateFips': '26', 'zipCode': '48104'}}",False
"410-S-Division-St,-Apt-1,-Ann-Arbor,-MI-48104","410 S Division St, Apt 1, Ann Arbor, MI 48104",410 S Division St,Apt 1,Ann Arbor,MI,48104,42.277454,-83.744177,Condo,4.0,2.0,,,,,,,,,
"301-N-State-St,-Ann-Arbor,-MI-48104","301 N State St, Ann Arbor, MI 48104",301 N State St,,Ann Arbor,MI,48104,42.28302,-83.74094,Apartment,1.0,1.0,,,,,,,,,
"3089-Woodland-Hills-Dr,-Ann-Arbor,-MI-48108","3089 Woodland Hills Dr, Ann Arbor, MI 48108",3089 Woodland Hills Dr,,Ann Arbor,MI,48108,42.242282,-83.673894,Apartment,1.0,1.0,624.0,1129946.0,1967.0,"{'heating': True, 'heatingType': 'Hot Water', 'architectureType': 'Condo / Apartment', 'unitCount': 477}","{'2015': {'year': 2015, 'value': 11707100, 'land': None, 'improvements': None}, '2016': {'year': 2016, 'value': 12248500, 'land': None, 'improvements': None}, '2017': {'year': 2017, 'value': 12698300, 'land': None, 'improvements': None}, '2018': {'year': 2018, 'value': 13708300, 'land': None, 'improvements': None}, '2019': {'year': 2019, 'value': 16042800, 'land': None, 'improvements': None}, '2020': {'year': 2020, 'value': 16706200, 'land': None, 'improvements': None}, '2021': {'year': 2021, 'value': 16862800, 'land': None, 'improvements': None}, '2022': {'year': 2022, 'value': 17130800, 'land': None, 'improvements': None}, '2023': {'year': 2023, 'value': 18868600, 'land': None, 'improvements': None}, '2024': {'year': 2024, 'value': 20057880}}","{'2015': {'year': 2015, 'total': 336418}, '2016': {'year': 2016, 'total': 347124}, '2017': {'year': 2017, 'total': 358241}, '2018': {'year': 2018, 'total': 373045}, '2019': {'year': 2019, 'total': 381173}, '2020': {'year': 2020, 'total': 402460}, '2021': {'year': 2021, 'total': 415991}, '2022': {'year': 2022, 'total': 428629}, '2023': {'year': 2023, 'total': 449576}, '2024': {'year': 2024, 'total': 475940}}",,"{'names': ['WINDOVER ASSOCIATES', 'Andrew Berriz'], 'type': 'Organization', 'mailingAddress': {'id': '320-N-Main-St,-STE-200,-Ann-Arbor,-MI-48104', 'formattedAddress': '320 N Main St, STE 200, Ann Arbor, MI 48104', 'addressLine1': '320 N Main St', 'addressLine2': 'STE 200', 'city': 'Ann Arbor', 'state': 'MI', 'stateFips': '26', 'zipCode': '48104'}}",False
"318-E-Jefferson-St,-Ann-Arbor,-MI-48104","318 E Jefferson St, Ann Arbor, MI 48104",318 E Jefferson St,,Ann Arbor,MI,48104,42.276116,-83.745453,Apartment,1.0,1.0,,,,,,,,,
"114-N-Division-St,-Ann-Arbor,-MI-48104","114 N Division St, Ann Arbor, MI 48104",114 N Division St,,Ann Arbor,MI,48104,42.28182,-83.743445,Apartment,1.0,1.0,,,,,,,,,
"331-Packard-St,-Ann-Arbor,-MI-48104","331 Packard St, Ann Arbor, MI 48104",331 Packard St,,Ann Arbor,MI,48104,42.275218,-83.745147,Apartment,0.0,1.0,,,,,,,,,
"1001-S-Forest-Ave,-Ann-Arbor,-MI-48104","1001 S Forest Ave, Ann Arbor, MI 48104",1001 S Forest Ave,,Ann Arbor,MI,48104,42.27027,-83.732747,Apartment,2.0,1.0,,,,,,,,,
"520-Packard-St,-Ann-Arbor,-MI-48104","520 Packard St, Ann Arbor, MI 48104",520 Packard St,,Ann Arbor,MI,48104,42.27286,-83.742831,Apartment,1.0,1.0,,,,,,,,,
"732-S-Forest-Ave,-Ann-Arbor,-MI-48104","732 S Forest Ave, Ann Arbor, MI 48104",732 S Forest Ave,,Ann Arbor,MI,48104,42.273229,-83.733349,Apartment,2.0,1.0,,,,,,,,,
"1984-Traver-Rd,-Ann-Arbor,-MI-48105","1984 Traver Rd, Ann Arbor, MI 48105",1984 Traver Rd,,Ann Arbor,MI,48105,42.29922,-83.72864,Apartment,1.0,1.0,800.0,,,,,,,,
"1212-Willard-St,-Ann-Arbor,-MI-48104","1212 Willard St, Ann Arbor, MI 48104",1212 Willard St,,Ann Arbor,MI,48104,42.273609,-83.733845,Apartment,0.0,1.0,,,,,,,,,
"1550-Brookfield-Dr,-Ann-Arbor,-MI-48103","1550 Brookfield Dr, Ann Arbor, MI 48103",1550 Brookfield Dr,,Ann Arbor,MI,48103,42.24869,-83.7641,Apartment,2.0,2.0,1100.0,,1985.0,,,,,,
"848-Tappan-Ave,-Ann-Arbor,-MI-48104","848 Tappan Ave, Ann Arbor, MI 48104",848 Tappan Ave,,Ann Arbor,MI,48104,42.27049,-83.73683,Apartment,2.0,1.0,,,,,,,,,
"219-Bucholz-Ct,-Ann-Arbor,-MI-48103","219 Bucholz Ct, Ann Arbor, MI 48103",219 Bucholz Ct,,Ann Arbor,MI,48103,42.283903,-83.760443,Single Family,4.0,1.0,1237.0,4791.0,1930.0,"{'exteriorType': 'Ribbed Aluminum', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Concrete', 'heating': True, 'roomCount': 7, 'unitCount': 1}",,,,,
"903-Mary-St,-Ann-Arbor,-MI-48104","903 Mary St, Ann Arbor, MI 48104",903 Mary St,,Ann Arbor,MI,48104,42.270929,-83.741593,Apartment,1.0,1.0,,,,,,,,,
"424-N-State-St,-Ann-Arbor,-MI-48104","424 N State St, Ann Arbor, MI 48104",424 N State St,,Ann Arbor,MI,48104,42.284654,-83.740763,Condo,1.0,1.0,361.0,,,,,,,,
"208-N-Division-St,-Ann-Arbor,-MI-48104","208 N Division St, Ann Arbor, MI 48104",208 N Division St,,Ann Arbor,MI,48104,42.28237,-83.74375,Apartment,0.0,1.0,,,,,,,,,
"925-Church-St,-Ann-Arbor,-MI-48104","925 Church St, Ann Arbor, MI 48104",925 Church St,,Ann Arbor,MI,48104,42.270648,-83.734133,Apartment,1.0,1.0,700.0,,,,,,,,
"805-Spring-St,-Ann-Arbor,-MI-48103","805 Spring St, Ann Arbor, MI 48103",805 Spring St,,Ann Arbor,MI,48103,42.289188,-83.752575,Single Family,0.0,1.0,,,,,,,,,
"917-Packard-St,-Ann-Arbor,-MI-48104","917 Packard St, Ann Arbor, MI 48104",917 Packard St,,Ann Arbor,MI,48104,42.26808,-83.737369,Apartment,2.0,1.0,,,,,,,,,
"317-E-Ann-St,-Ann-Arbor,-MI-48104","317 E Ann St, Ann Arbor, MI 48104",317 E Ann St,,Ann Arbor,MI,48104,42.282525,-83.745236,Apartment,1.0,1.0,,,,,,,,,
"330-Thompson-St,-Apt-2,-Ann-Arbor,-MI-48104","330 Thompson St, Apt 2, Ann Arbor, MI 48104",330 Thompson St,Apt 2,Ann Arbor,MI,48104,42.27856,-83.743212,Apartment,6.0,3.0,,,,,,,,,
"2960-Birch-Hollow-Dr,-Ann-Arbor,-MI-48108","2960 Birch Hollow Dr, Ann Arbor, MI 48108",2960 Birch Hollow Dr,,Ann Arbor,MI,48108,42.23824,-83.72187,Apartment,1.0,1.0,624.0,,,,,,,,
"1900-W-Liberty-St,-Ann-Arbor,-MI-48103","1900 W Liberty St, Ann Arbor, MI 48103",1900 W Liberty St,,Ann Arbor,MI,48103,42.27686,-83.772381,Apartment,2.0,2.0,950.0,,,,,,,,
"1020-Church-St,---2,-Ann-Arbor,-MI-48104","1020 Church St, # 2, Ann Arbor, MI 48104",1020 Church St,# 2,Ann Arbor,MI,48104,42.269131,-83.734676,Condo,2.0,1.0,,,,,,,,,
"600-E-Kingsley-St,-Ann-Arbor,-MI-48104","600 E Kingsley St, Ann Arbor, MI 48104",600 E Kingsley St,,Ann Arbor,MI,48104,42.284482,-83.741619,Apartment,1.0,1.0,,,,,,,,,
